title	filenames	captions
Thrinaxodontidae	Abdalodon_diastematicus_life_restoration.jpg	Abdalodon diastematicus
Thrinaxodontidae	Galesaurus_planiceps_life_restoration.jpg	Galesaurus planiceps
Thrinaxodontidae	Cynognathus_BW.jpg	Cynognathus crateronotus
Thrinaxodontidae	Exaeretodon_BW.jpg	Exaeretodon frenguellii
Thrinaxodontidae	Probelesodon.jpg	Chiniquodon theotonicus
Thrinaxodontidae	Riograndia_NT.jpg	Riograndia guaibensis
Thrinaxodontidae	Oligokyphus_BW.jpg	Oligokyphus triserialis
Thrinaxodontidae	Morganucodon.jpg	Morganucodon watsoni
Thrinaxodontidae	Docofossor_NT_flipped.jpg	Docofossor brachydactylus
1952 Team Speedway Polish Championship	Flag_of_Poland.svg	Poland
Komořanské jezero	Jezeri_jezero.jpg	Komořanské jezero, picture from 1882
J-class yacht	Ranger_-_J_Class_Yacht_-_J5_(8104918030).jpg	Crew lining the gunwale of J-class yacht Ranger 
J-class yacht	J_Class_sail_plan.svg	1930s sailplan of a J-Class yacht
J-class yacht	J_Class_Yachts_Velsheda,_Topaz_and_Svea_downwind_legs_by_Don_Ramey_Logan.jpg	J Class Yachts Velsheda, Topaz and Svea downwind legs
J-class yacht	Yacht_endeavour_B_photo_by_d_ramey_logan.jpg	The J-Class Endeavour of 1934, shown here in 1996
J-class yacht	J_Class_Yacht_Racing_9_(7615882226).jpg	Rainbow and Velsheda racing at the J-Class Solent regatta, 2012.
Santhosh Echikkanam	Santhosh_Aechikkaanam.jpg	Santhosh Aechikkanam
I Am... World Tour	Thierry_mugler_design_sketches.jpg	"Thierry Mugler design sketches for the wardrobe of the I Am... tour. The words ""Feminine. Free. Warrior. Fierce"" were used as inspiration for the look during the concerts."
I Am... World Tour	Beyoncé_e_Jay-Z.jpg	"Knowles performing ""Crazy in Love"" with Jay-Z during the I Am... tour stop at The O2 arena in London"
I Am... World Tour	The_Mamas.jpg	"Knowles' background vocalists the Mamas (pictured),  performing during a show in London. They sang over ""lush"" harmonies during Knowles' costume changes."
1954 Rugby League World Cup Final	1932_Le_parc_des_princes_v1.jpg	Parc des Princes, the venue of the inaugural Rugby League World Cup final
KWCH 12 Tower	KWCH_Tower.jpg	KWCH 12 Tower in 2013
1956 DFB-Pokal Final	1956_DFB-Pokal_Final_programme.jpg	Match programme cover
Jerusalem (comics)	Cover_of_Jerusalem,_by_Guy_Delisle.jpg	Cover of the English-language edition
Laguncularia racemosa	Laguncularia_racemosa_flowers.jpg	Flowers
Temple Emanu-El of New York (New York, 1930)	Emanu-elNYjeh.JPG	Synagogue on the Upper East Side
Matt Murray (ice hockey)	Matt_Murray_1_2016-03-01.JPG	Murray with the Pittsburgh Penguins in 2016
Matt Murray (ice hockey)	Matt_Murray,_Bonus_Experimental_3x3_Overtime_Period,_Detroit_Red_Wings_vs._Pittsburgh_Penguins,_Joe_Louis_Arena,_Detroit,_Michigan_(21516075628).jpg	Murray in net for the Pittsburgh Penguins during a preseason game in September 2015.
Matt Murray (ice hockey)	Matt_Murray_2016-04-28_2.JPG	Murray in net for the Penguins for the first game of their second round series against the Capitals in 2016.
Matt Murray (ice hockey)	Matt_Murray_2017-06-08_2.jpg	Murray with the Penguins during the 2017 Stanley Cup Finals.
Matt Murray (ice hockey)	Matt_Murray_raises_the_Cup_2017-06-11_1.jpg	Murray hoists the Stanley Cup after the 2017 Stanley Cup Finals.
1919 Copa Jockey Club Final	Estadio_geba_tribuna_1910.jpg	Gimnasia y Esgrima, venue
Rence (artist)	Rence_(artist)_on_tour.jpg	Singer-songwriter Rence performs in concert
The Leather Pushers	Leather_Pushers_lobby_card.jpg	Lobby card
The Leather Pushers	The_Leather_Pushers_(1922)_-_Ad_1.jpg	Film ad with Reginald Denny
Midland–Odessa shooting	Odessa-Midland_Shooting_Vehicle.png	Odessa truck windshield damaged in the shooting
Midland–Odessa shooting	USA_Texas_location_map.svg	Midland–Odessa is located in Texas
Midland–Odessa shooting	Usa_edcp_location_map.svg	Midland–Odessa is located in the United States
121-127 Sussex Street, Sydney	(1)_Sussex_Street_Building.JPG	121–127 Sussex Street, Sydney
121-127 Sussex Street, Sydney	OSM_central_Sydney.png	121-127 Sussex Street, Sydney is located in Sydney
Reza Karimi (footballer, born 1998)	Reza_karimi,_Esteghlal_FC_vs_Esteghlal_Khouzestan_FC,_1_May_2019.jpg	Reza Karimi
University of Hong Kong-Shenzhen Hospital	Administrative_Divisions_of_Shenzhen_City.svg	Shenzhen
Miryang station	밀양역.jpg	Station building
Miryang station	Miryang_KTX.jpg	KTX at Miryang station
Ministry of social security	SocialSecurity.cardpunching.ssa.jpg	Keypunch operators at work, of the U.S. Social Security Administration
1912 Australia rugby union tour of Canada and the U.S.	Tom_Richards.jpg	Tom Richards
1912 Australia rugby union tour of Canada and the U.S.	Dan_Carroll_1908.jpg	Danny Carroll
1912 Australia rugby union tour of Canada and the U.S.	Usa_v_australia_rugby_1912.jpg	Australia v. United States (dark jersey) test, played on 16 November
1959 DFB-Pokal Final	1959_DFB-Pokal_Final_programme.jpg	Match programme cover
Ministry of trade and industry	Keizaisangyosho1.jpg	Ministry of Economy, Trade and Industry (Japan)
Natura Artis Magistra	ArtisIngang.jpg	The zoo's entrance in 2004
Natura Artis Magistra	Oprichters_Artis_JJ_Wijsmuller_GF_Westerman_en_JWH_Werlemann.jpg	Litho of the zoo's founders J.J. Wijsmuller, G.F. Westerman, and J.W.H. Werlemann from 1888
Natura Artis Magistra	Amsterdam_--_Apenkooi_in_Artis_(titel_op_object),_RP-F-F19435.jpg	Postcard of the monkey cage in 1908
Natura Artis Magistra	Artis,_Aquarium_Gebouw.jpg	Aquarium building in 2012
Natura Artis Magistra	UvA_Artis_Bibliotheek.jpg	Reading room of the library in 2012
Natura Artis Magistra	Artis-turtles-Photo-by-Persian-Dutch-Network-2006.jpg	Aldabra tortoises at Artis
Natura Artis Magistra	Artis-camel-Photo-by-Persian-Dutch-Network.jpg	Camels at Artis
Natura Artis Magistra	Artis-aquarium-Photo-by-Persian-Dutch-Network2006.jpg	Artis aquarium
Natura Artis Magistra	Southern_Crowned_Pigeon_in_Artis,_2006.jpg	Crowned pigeons at Artis
Natura Artis Magistra	ARTIS-Zoo-Amsterdam-Photo-by-Persian-Dutch-Network.JPG	There are no longer any orangutans at Artis
Natura Artis Magistra	Tomistoma_schlegelii_at_Artis,_Amsterdam_Zoo,_2006.jpg	Crocodiles at Artis
Natura Artis Magistra	Artis_Zoo_-_Amsterdam,_Holland.jpg	Dreams - A rock facade in Artis
Natura Artis Magistra	Sea-Lion-bronze-sculpture-by-Anthony-Smith-at-Natura-Artis-Magistra.jpg	Bronze sea lion sculpture by Anthony Smith at Artis
List of Spanish provinces by sequence or length of coastline	Provinces_of_Spain.svg	Spanish provincial map
1913 Copa Jockey Club Final	Racing_tribuna_1911.jpg	Racing Stadium, venue of the final
Nathan Smith (ice hockey)	Nathan_Smith_Manitoba.jpg	Smith with the Manitoba Moose in 2006
Project COLDFEET	Boeing_B-17G_(CIA)_Marana_28.1.1975_-_2.jpg	B-17G N809Z which had been used in the project
SFO–Millbrae line	Purple_Line_train_at_SFIA_station_(2),_February_2019.JPG	SFO–Millbrae line train at SFO station in February 2019
SFO–Millbrae line	BART_map_detail_showing_purple_line.jpg	Detail from 2003 BART map showing the SFO-Millbrae shuttle service
SFO–Millbrae line	Purple_Line_train_at_Millbrae_station,_February_2019.JPG	A shuttle train at Millbrae in February 2019
Kyle Murphy (American football)	Kyle_Murphy_(American_football).jpg	Murphy with the Green Bay Packers in 2017
Mount Vernon, Illinois micropolitan area	Mount_Vernon_Micropolitan_Area.png	Location of the Mount Vernon Micropolitan Statistical Area in Illinois
Saint Mark's Coptic Orthodox Church (London)	St_Mark's_Coptic_Church,_Allen_Street,_London_W8_-_geograph.org.uk_-_667546.jpg	Saint Mark's from opposite the adjacent roundabout
Saint Mark's Coptic Orthodox Church (London)	St_Mark's_Coptic_Church_Interior,_London,_UK_-_Diliff.jpg	The nave of the church in 2015
Palestinian prisoners of Israel	Damon_prison.JPG	Damon prison, located at the depopulated Palestinian village of Khirbat Al-Dumun
Palestinian prisoners of Israel	Dzjalame_077.jpg	Jalame Prison (Kishon Detention Center), located at the depopulated Palestinian village of Al-Jalama, Haifa
Palestinian prisoners of Israel	Marwan_Barghouti.jpg	Marwan Barghouti, a leader of the al-Aqsa Martyrs Brigades militia, convicted by Israeli court on five counts of murder and sentenced to five life sentences and forty years in prison.
Palestinian prisoners of Israel	Khalida_Jarrar_(cropped).jpg	Khalida Jarrar has been in Administrative detention since October, 2019.
Palestinian prisoners of Israel	2012.02.23.Ramallah.1.JPG	Khader Adnan graffiti in Ramallah
Nicholas Paul (cyclist)	2018_2019_UCI_Track_World_Cup_Berlin_053.jpg	Nicholas Paul in 2018
1964 Copa Libertadores Finals	Independiente_1964.jpg	Independiente, champions
Sakura Wars the Animation	Sakura_Wars_The_Animation_promotional_art.jpg	Promotional image for the anime.
Magnetoelastic filaments	Magnetic_nanochain.jpg	TEM image of well-defined magnetic nanochain composed of six magnetic nanobeads.[1]
1965 Copa Libertadores Finals	Independiente_1965.jpg	Team of Independiente, champions
1925 Copa Jockey Club Final	Boca_stadium_1925.jpg	Boca Juniors stadium, venue of both matches
Maksym Zaliznyak oak tree	Буда.JPG	 Millennial oak tree of Maksym Zaliznyak
List of songs recorded by Big Bang	BIGBANG_Extraordinary_20's.JPG	Big Bang in 2012
Sergei Makarov (ice hockey)	Sergueï_Makarov_(hockey).JPG	Makarov in 2011
Sergei Makarov (ice hockey)	Sergei_Mikhailovich_Makarov_Panini_1979.jpg	Makarov in 1979
Qarah Bolagh, Meyaneh	Iran_location_map.svg	Qarah Bolagh is located in Iran
Riverview Alternative Public School	Riverview_Public_School_Ottawa.jpg	Riverview School
1555 Poor Act	Coat_of_Arms_of_England_(1554-1558).svg	Parliament of England
1555 Poor Act	Workhouse_Nantwich.jpg	Nantwich workhouse
O'Shea (band)	Oshea_duo.jpg	O'Shea at CMA Music Festival, 2010
1942 Tschammerpokal Final	1942_Tschammerpokal_Final_programme.jpg	Match programme cover
The World Ends with You the Animation	TWENTYANIcover.jpg	Keyvisual of the series
Off Center	OffCenterDK.jpg	Ace Double cover of Off Center
1968 DFB-Pokal Final	1968_DFB-Pokal_Final_programme.jpg	Match programme cover
Simplemente Lo Mejor (Ricardo Arjona album)	Concierto_Ricardo_Arjona_Miami_2009_crop.jpg	Despite Arjona signing a record deal in 2008 with Warner Music, Simplemente Lo Mejor was released by Sony Music.
WEG T 23 and 24	WEG_T23-24.jpg	Ohrnberg station in 1993
WEG T 23 and 24	WN_VT-III.JPG	T23 and T24 in Nürtingen station
Parameshwara (god)	Sadashiva,_dal_madhya_pradesh,_X_secolo.jpg	Sculpture of Sadashiva, Madhya Pradesh
Parameshwara (god)	Tattvas36.gif	Paramashiva is the ultimate reality who either (according to Kashmir Shaivism) construct himself or (according to Shaiva siddhanta) beyond 36 tattvas, the whole elements of reality.
Skørping station	Skørping_03_ies.jpg	Front facade of Skørping station
Skørping station	Denmark_adm_location_map.svg	Skørping is located in Denmark
Skørping station	Skørping_05_ies.jpg	Platforms of Skørping station
1976 Golden Helmet (Poland)	Speedway_logo.svg	Złoty Kask
1949 Individual Speedway Polish Championship	Speedway_logo.svg	Mistrzostwa Polski Par Klubowych
1949 Individual Speedway Polish Championship	Flag_of_Poland.svg	Poland
Monmouth, Illinois minor league baseball history	1910_Monmouth_Browns.png	1910 Monmouth Browns
Zhas Otan	Zhas_Otan_-_1_syezd_-_002.jpg	Performing anthem of Kazakhstan.
Zhas Otan	Zhas_Otan_-_1_syezd_-_004.JPG	Speech of President of Kazakhstan Nursultan Nazarbayev at I Congress of Zhas Otan.
Zhas Otan	Zhas_Otan_-_1_syezd_-_001.jpg	Central Council of Zhas Otan.
Zhas Otan	Zhas_Otan_-_1_syezd_-_005.JPG	Delegates of the Congress.
Zhas Otan	Zhas_Otan_-_1_syezd_-_003.JPG	Honourable guest Nursultan Nazarbayev.
Zhas Otan	Youth_Forum_Nur_Otan_001.JPG	Youth forum of Nur Otan Party.
Zhas Otan	Youth_Forum_Nur_Otan_002.JPG	 Youth forum of Nur Otan Party.
Zhas Otan	Zhas_Otan_-_Round_Table.jpg	A round table.
Zhas Otan	Nurlan_Uteshev.jpeg	Executive Secretary of Zhas Otan (2008-2012) Nurlan Uteshev.
Nasreldin Abdelbari	Nasredeen_Abdulbari_-_2021_(cropped).jpg	Nasredeen Abdulbari in 2021
0-6-6	WheelArrangement_0-6-6.svg	Front of locomotive at left
0-6-6	Wm_Mason1.jpg	Mason Bogie Single Fairlie, 1874
1957 DFB-Pokal Final	1957_DFB-Pokal_Final_programme.jpg	Match programme cover
1956 Team Speedway Polish Championship	Flag_of_Poland.svg	Poland
1958 DFB-Pokal Final	1958_DFB-Pokal_Final_programme.jpg	Match programme cover
1979 FIFA World Youth Championship Final	National_Stadium_of_Japan_Kasumigaoka.jpg	National Stadium of Tokyo, venue of the match
1979 FIFA World Youth Championship Final	Festejo_juvenil_1979.jpg	The Argentine players celebrating after the match
1000 DKK (1997)	1000kroner.jpg	1000 kroner note
North Andover, Wisconsin	USA_Wisconsin_location_map.svg	North Andover is located in Wisconsin
North Andover, Wisconsin	Usa_edcp_location_map.svg	North Andover is located in the United States
105th Regiment of Foot (Queen's Own Royal Regiment of Highlanders)	William_Gordon_Batoni.jpg	General William Gordon, shown wearing the uniform of the 105th Regiment in a painting by Pompeo Batoni. Actually, when the painting was made (1765–66), the regiment had already been disbanded; Gordon, then on half-pay, evidently kept the uniform and had it with him when visiting Rome, where he met Batoni.
The Finding of Moses (Alma-Tadema painting)	Sir_Lawrence_Alma-Tadema_-_The_finding_of_Moses.jpg	Lawrence Alma-Tadema, The Finding of Moses, 1904, 136.7 × 213.4 centimetres (53.8 × 84.0 in).
10 (film)	Bo10.jpg	A tiny man in a suit swinging from the necklace of a giant woman
Rosewood, Wisconsin	USA_Wisconsin_location_map.svg	Rosewood, Wisconsin is located in Wisconsin
Rosewood, Wisconsin	Usa_edcp_location_map.svg	Rosewood, Wisconsin is located in the United States
1979 Gillette Cup Final	Vivian_richards_crop.jpg	Viv Richards earned the man of the match accolade, top-scoring with 117 runs for Somerset
1776 Unites	1776_Unites_Launch.jpg	1776 Unites initiative launch at the National Press Club in Washington, D.C.; February 2020.
Darfield High School	DarfieldHighSchoolLogo.png	Darfield High School Crest
Peoria metropolitan area, Illinois	Peoria_metropolitan_area.svg	Map of Illinois highlighting the Peoria Metropolitan Statistical Area.
Peoria metropolitan area, Illinois	Peoria-Canton_CSA.png	"Components of the Peoria–Canton Combined Statistical Area.
  Peoria MSA  Canton μSA"
Peoria metropolitan area, Illinois	Map_of_Illinois_highlighting_Central_Illinois.svg	Map of Central Illinois
1959 German football championship Final	1959_German_football_championship_Final_programme.jpg	Match programme cover
1887 Southern Rugby Union Season	1887_Sydney_Rugby_Premiership_Teams_(cropped).png	Location of teams playing for the 1887 Gardiner Cup
1887 Southern Rugby Union Season	1887_University.jpg	Sydney University, the undefeated premiers.
100 DKK (1997)	100kroner.jpg	100 kroner note
1888 Southern Rugby Union Season	British_lions_1888.jpg	The 1888 British Rugby Team that toured New Zealand and Australia
1943 Copa Adrián Escobar Final	Estadio_san_lorenzo_gasometro_1930.jpg	San Lorenzo Stadium, venue of the final
Pole Cat Crossing, Wisconsin	USA_Wisconsin_location_map.svg	Pole Cat Crossing is located in Wisconsin
Pole Cat Crossing, Wisconsin	Usa_edcp_location_map.svg	Pole Cat Crossing is located in the United States
Silk Sakkath Maga	Silk_Sakkath_Maga_Poster.jpg	Theatrical release poster
1895 Mexico Census	1895_Census_Logo.png	Census Logo
1895 Mexico Census	INEGI.png	National Institute of Statistic and Geography Logo
107th Rocket Artillery Brigade	Order_Kutuzov_2.png	Order of Kutuzov 2nd Class
Polish mark	Polish_banknote_from_1917_-_10_Marek_Polskich.jpg	Mp 10 banknote of 1917
Polish mark	1_Marka_Polska_(1919).jpg	A rare example of a Mp 1 note printed in 1919, when the name and structure of the new Polish state was still not certain and was thus used the neutral phrase Polish state
Polish mark	20_Fenigow_Av.JPG	20 fenigów coin
Polish mark	1919_Polish_marks.jpg	Mp 10 and Mp 20 from 1919
University of Illinois Urbana-Champaign College of Media	Gregory_Hall_(Communications_Library)_(14868234488).jpg	Gregory Hall, home of the College of Media
1962 Golden Helmet (Poland)	Speedway_logo.svg	Złoty Kask
1903 German football championship Final	German_Football_Champion_1903.jpg	Team photo of VfB Leipzig
Public Law 114-214	QR_code_for_mobile_English_Wikipedia.svg	The law indicates that a QR code could suffice as a GMO label
